6_001	Fraksi Partai Demokrat di MPR menggelar sarasehan dengan tema GBHN.	Fraksi Partai DEmokrat di EM-PE-ER menggelar sarasEhan dengan tEma GE-BE-HA-EN.
6_146	Namun Saleh tak memperinci fasilitas umum apa yang rusak.	Namun SalEh tak memperinci fasilitas umum apa yang rusak.
6_147	Namun sebagian lain menuntut butir kesepakatan itu ditulis blak-blakan.	Namun sebagian lain menuntut butir kesepakatan itu ditulis blak-bla-kan.
6_148	Namun selama babak penyisihan grup Zona Eropa malah mengacaukan.	Namun selama babak penyisihan grup Zona Eropa malah mengacaukan.
6_149	Namun Tarigan tidak memeriksa lebih lanjut sebab khawatir akan meledak.	Namun Ta-ri-gan tidak memeriksa lebih lanjut sebab khawatir akan meledak.
6_150	Namun, akhirnya Nur mengaku khilaf pada peringatan Maulid Nabi ini.	Namun, akhirnya Nur mengaku khilaf pada peringatan Maulid Nabi ini.
6_151	Namun, Alfred tidak beruntung pada kedua partai catur cepat itu.	Namun, AlfrEd tidak beruntung pada kedua partai catur cepat itu.
6_152	Namun, diduga, pertemuan Arafat-Powell digelar hari Minggu ini.	Namun, diduga, pertemuan A-ra-fat-Po-well digelar hari Minggu ini.
6_153	Namun, karena ada prasangka, akhirnya Pansus Buloggate pun dibentuk.	Namun, karena ada prasangka, akhirnya Pansus Bu-log-gE-it pun dibentuk.
6_154	Namun, lanjut dia, pailit tetap dijatuhkan.	Namun, lanjut dia, pailit tetap dijatuhkan.
6_155	Namun, Mahfud tidak menjelaskan secara detail hasil yang ia maksud.	Namun, Mah-fud tidak menjelaskan secara de-ta-il hasil yang ia maksud.
6_156	Namun, mereka tetap menanyakan uang tunai lainnya, plus AC, plus saldo giro.	Namun, MerEka tetap menanyakan uang tunai lainnya, plus A-SE, plus saldo giro.
6_157	Namun, mulai Maret hingga Mei pertemuan kerjasama dengan para rekanan akan normal.	Namun, mulai Maret hingga mEi pertemuan kerjasama dengan para rekanan akan normal.
6_158	Namun, pasangan Denmark tidak melayani dan selalu memperlambat tempo permainan.	Namun, pasangan DEnmark tidak melayani dan selalu memperlambat tEmpo permainan.
6_159	Namun, Pradjoto khawatir UUD yang terlampau rinci, juga akan membingungkan.	Namun, Pra-joto khawatir U-U-DE yang terlampau rinci, juga akan membingungkan.
6_160	Namun, Susilo enggak merinci persyaratan platform yang dia maksud itu.	Namun, Susilo engga merinci persyaratan plat-form yang dia maksud itu.
6_161	Namun, tampaknya Australia menempati ruang khusus di relung hati Tahija.	Namun, tampaknya Aus-tra-lia menempati ruang khusus di relung hati Ta-hi-ja.
6_162	Namun, Yusuf enggan menjelaskan identitas dua tahanan itu kepada Pers nasional.	Namun, Yusuf enggan menjelaskan idEntitas dua tahanan itu kepada PErs nasional.
6_163	Nano orangnya itu ramah, pinter ngomong dan mengutamakan persaingan sehat.	Nano orangnya itu ramah, pinter ngomong dan mengutamakan persaingan sEhat.
6_164	Nanti akan diresmikan penggunaannya kalau sudah selesai empat lantai.	Nanti akan diresmikan penggunaannya kalau sudah selesai empat lantai.
6_165	Nanti saya kasih tahu Egi Peralatan dari korps zeni.	Nanti saya kasih tahu Egi Peralatan dari korps zEni.
6_166	Nasib empat mantan juara yang gendut itu tidak jelas.	Nasib empat mantan juara yang gendut itu tidak jelas.
6_167	Nasib negara tidak hanya ditentukan oleh pihak eksekutif saja.	Nasib negara tidak hanya ditentukan olEh pihak EksEkutif saja.
6_168	Negara kita seperti negara koboi saja.	Negara kita seperti negara koboi saja.
6_169	Negara Maju Bereaksi Atas Penolakan AS ke Protokol Kyoto.	Negara Maju BerEaksi Atas Penolakan A-ES ke Protokol Ki-yo-to.
6_170	Ngapain ngurusin darurat militer atau sipil.	Ngapain ngurusin darurat militEr atau sipil.
6_171	Ngeri deh, satu pucuk wolter rakitan dan satu clurit disita.	Ngeri dEh, satu pucuk wolter rakitan dan satu clurit disita.
6_172	Ngeri lho sekujur tubuh Ngatiyem hangus, sehelai seprei menutup badannya.	Ngeri lho sekujur tubuh Ngatiyem hangus, sehElai seprEi menutup badannya.
6_173	Ngomongnya ke anak-anak juga benar.	Ngomongnya ke anak-anak juga benar.
6_174	Ngurah Santosa meramal nasib Ichwan, pegawai kontraktor yang tak terurus.	Ngurah Santosa meramal nasib Ikhwan, pegawai kontraktor yang tak terurus.
6_175	Nilai-nilai Orde Baru itu sasarannya tidak tepat ini tidak benar tapi tidak bisa dianggap remeh.	Nilai-nilai Orde Baru itu sasarannya tidak tepat, ini tidak benar, tapi tidak bisa dianggap rEmEh.
6_176	Nomer akses layanan audioconference adalah Sembilan nol lima dua lima tiga lima empat lima lima.	Nomer aksEs layanan audiokonferens adalah sembilan nol lima dua lima tiga lima empat lima lima.
6_177	Nomer konferensi itu apa?	Nomer konferEnsi itu apa?
6_178	Nomer konferensinya nol nol satu titik nol sembilan titik tiga puluh dua.	Nomer konferEnsinya nol nol satu titik nol sembilan titik tiga puluh dua.
6_179	Nomer moderator itu apa?	Nomer moderator itu apa?
6_180	Nomer moderatornya nol delapan tiga kosong tiga satu.	Nomer moderatornya nol delapan tiga kosong tiga satu.
6_181	Nomer partisipan itu apa, nomer partisipasi itu apa?	Nomer partisipan itu apa, nomer partisipasi itu apa?
6_182	Nomer partisipasi nol dua titik nol empat titik nol enam titik tiga ratus dua.	Nomer partisipasi nol dua titik nol empat titik nol enam titik tiga ratus dua.
6_183	Nomernya dua dua kosong satu empat tujuh lima lima satu lima kali.	Nomernya dua dua kosong satu empat tujuh lima lima satu lima kali.
6_184	Nomernya nol tiga tujuh titik, nol nol titik berapa ya?	Nomernya nol tiga tujuh titik, nol nol titik berapa ya?
6_185	Nomor telfon kantor pelayanan PT Elektrindo Nusantara berapa?	Nomor telfon kantor pelayanan PE-TE ElEktrindo Nusantara berapa?
6_186	Non-aktifkan alarm dan seluruh sensor lampu di Polres kabupaten bandung selatan.	Non-aktifkan alarem dan seluruh sEnsor lampu di PolrEs KabupatEn Bandung Selatan.
6_187	Non-aktifkan semua sensor lampu kode nol lima titik di Polda metrojaya.	Non-aktifkan semua sEnsor lampu kode nol lima titik di Polda mEtrojaya.
6_188	Noval dan Molla dianggap membuat skenario tokoh khayal seperti Frans.	Noval dan Molla dianggap membuat skEnario tokoh khayal seperti Frans.
6_189	NPWP saya bisa selesai berapa hari lagi?	EN-PE-WE-PE saya bisa selesai berapa hari lagi?
6_190	Dalam rapat intern fraksi itu dibahas kewenangannya dalam level kebijakan.	Dalam rapat interen fraksi itu dibahas kewenangannya dalam lEvel kebijakan.
6_191	Dalam Kepmenaker hasil revisi nanti aspirasi masyarakat sudah diakomodir.	Dalam KepmEnaker hasil rEvisi nanti aspirasi masyarakat sudah diakomodir.
6_192	Nugroho hanya bilang bahwa pihak ketiga itu bukan dari militer.	Nugroho hanya bilang bahwa pihak ketiga itu bukan dari militEr.
6_193	Nurcholis Madjid Sulit Ciptakan Platform Partai Islam Tunggal.	Nur-kho-lis Ma-jid sulit ciptakan platform partai Islam tunggal.
6_194	Nyalakan AC dari jam satu sampai jam tiga siang tepat lalu matikan AC enam puluh menit saja.	Nyalakan A-SE dari jam satu sampai jam tiga siang tepat, lalu matikan A-SE enam puluh menit saja.
6_195	Tolong tunggu enam puluh menit saja sampai jam dua siang ujar Fajri.	Tolong tunggu enam puluh menit saja sampai jam dua siang ujar Fajri.
6_196	Dan kalau dokter itu oke dia akan segera keluar dari rumah sakit.	Dan kalau dokter itu okE, dia akan segera keluar dari rumah sakit.
6_197	Aku menunggunya selama satu jam atau enam puluh menit aja ujar Aztarmizi.	Aku menunggunya selama satu jam atau enam puluh menit aja ujar Aztarmizi.
6_198	Ujian itu dilaksanakan selama sembilan puluh menit ujar Elza Zen.	Ujian itu dilaksanakan selama sembilan puluh menit ujar Elza ZEn.
6_199	Satu jam setengah atau satu setengah jam saja ujar Ansyori Ishak.	Satu jam setengah atau satu setengah jam saja ujar An-syo-ri Is-hak.
6_200	Tujuannya tidak lain untuk membantu pegawai-pegawai jalan kereta api.	Tujuannya tidak lain untuk membantu pegawai-pegawai jalan kerEta api.
6_201	Nyalakan hanya sensor asap dan matikan lampu depan saja.	Nyalakan hanya sEnsor asap dan matikan lampu depan saja.
6_202	Dalam usia yang uzur itu, khotbahnya tetap menyentuh banyak hadirin.	Dalam usia yang uzur itu, khotbahnya tetap menyentuh banyak hadirin.
6_203	Nyalakan lampu lalu matikan lampu selama enam puluh menit ujar Ruby pula.	Nyalakan lampu lalu matikan lampu selama enam puluh menit ujar Ruby pula.
6_204	Nyalakan lampu lalu matikan lampu selama sembilan puluh menit ujar Maftuhin.	Nyalakan lampu lalu matikan lampu selama sembilan puluh menit ujar Maf-tu-hin.
6_205	Nyalakan lampu lalu matikan lampu sembilan puluh menit saja ujar Ngatijo.	Nyalakan lampu lalu matikan lampu sembilan puluh menit saja ujar Nga-ti-jo.
6_206	Aparat pemerintah harus diupgrade apalagi menyongsong era otonomi daerah.	Aparat pemerintah harus di-apgred apalagi menyongsong Era otonomi daErah.
6_207	Nyalakan lampu taman sampai jam enam pagi ujar Ramdon.	Nyalakan lampu taman sampai jam enam pagi ujar Ram-dhon.
6_208	Nyalakan satu jam saja lalu matikan satu setengah jam saja ujar Nazif.	Nyalakan satu jam saja lalu matikan satu setengah jam saja ujar Nazif.
6_209	Masak selama satu jam setengah aja atau satu setengah jam aja.	Masak selama satu jam setengah aja atau satu setengah jam aja.
6_210	Disinari lampu biru selama enam puluh menit atau satu jam.	Disinari lampu biru selama enam puluh menit atau satu jam.
6_211	Nyalakan servernya selama sembilan puluh menit dari pukul dua puluh dua.	Nyalakan sErvernya selama sembilan puluh menit dari pukul dua puluh dua.
6_212	Kami sudah mencari kemana-mana versi awal dari buku Subversi kata Takasihaeng.	Kami sudah mencari kemana-mana vErsi awal dari buku SubvErsi kata TakasihhaEng.
6_213	Nyalakan seluruhnya pukul dua puluh satu.	Nyalakan seluruhnya pukul dua puluh satu.
6_214	Siapa etnis yang biasa menjadi tukang sindang.	Siapa Etnis yang biasa menjadi tukang sindang.
6_215	Mansyur dan Abdul Mucit Muzadi adalah saudara kembar.	Mansyur dan Abdul Mucit Muzadi adalah saudara kembar.
6_216	Dalam skenario yang terburuk harusnya bisa damai jika melalui dialog.	Dalam skEnario yang terburuk harusnya bisa damai jika melalui dialog.
6_217	Bahkan ada sedikit gejala deflasi yang menguntungkan rakyat.	Bahkan ada sedikit gejala dEflasi yang menguntungkan rakyat.
6_218	Obligasi pemerintah terkait dengan masalah psikologis ujar Adnyana	Obligasi pemerintah terkait dengan masalah psikologis ujar Ad-nya-na
6_219	Ocehan pemuda itu bukan berlangsung di dalam ruang kuliah.	OcEhan pemuda itu bukan berlangsung di dalam ruang kuliah.
6_220	Oditur militer membawa bukti obat bius yang menjadi obyek vital.	Oditur militEr membawa bukti obat bius yang menjadi obyEk vital.
6_221	Ogah berkomentar nyonya Pati menderita nyeri jantung.	Ogah berkomEntar nyonya Pati menderita nyeri jantung.
6_222	Oh enggak, Rasio Bilyet Bilyet ini upaya non legal.	Oh engga, Rasio BilyEt BilyEt ini upaya non lEgal.
6_223	Oh ndak! Polisi enggak mau kecolongan, kata Saleh.	Oh nda! Polisi engga mau kecolongan, kata SalEh.
6_224	Oh nggak! Kata Widodo enggan menjawab hubungannya dengan Widodo Cahyono Putro.	Oh engga! Kata Widodo enggan menjawab hubungannya dengan Wi-do-do Cah-yo-no Put-ro.
6_225	Oh ya, nyalakan semua sensor dan panggil satpam.	Oh ya, nyalakan semua sEnsor dan panggil satpam.
6_226	Oji Sinaga memuji nyanyiannya sendiri pada pertemuan puncak.	Oji Sinaga memuji nyanyiannya sendiri pada pertemuan puncak.
6_227	Oka mengklaim Surti Tejo orang yang nggak percaya pada nasibnya.	Oka mengklaim Surti TE-jo orang yang engga percaya pada nasibnya.
6_228	Omar mengimbau warga Afganistan untuk kembali ke rumah mereka.	Omar mengimbau warga Afganistan untuk kembali ke rumah MerEka.
6_229	Oncom yang dibuat dari ampas tahu dan berwarna merah jamur.	Oncom yang dibuat dari ampas tahu dan berwarna mErah jamur.
6_230	Ongkos pembuatannya berapa sih?	Ongkos pembuatannya berapa sih?
6_231	Kalau ancaman massa sampai terjadi kabinet kaki empat harus direshuffle.	Kalau ancaman massa sampai terjadi kabinEt kaki empat harus di-rE-shaf-fel.
6_232	Developer pasar di depan Bioskop Garuda itu akhirnya mau bertanggung jawab.	DEveloper pasar di depan Bioskop Garuda itu akhirnya mau bertanggung jawab.
6_233	Iya ya Itu Kang Aziz! Seru Mbak Nur.	Iya ya Itu Kang Aziz! Seru emba Nur.
6_234	Onno melihat Ozy Syahputra pada pertemuan antar kepala bagian di Petojo Utara.	Onno melihat Ozy Syah-put-ra pada pertemuan antar kepala bagian di Petojo Utara.
6_235	Operasi terhadap Nyoman akan segera dilakukan.	Operasi terhadap Nyoman akan segera dilakukan.
6_236	Operet Idul Fitri itu diberi judul Eyang Putri.	OperEt Idul Fitri itu diberi judul Eyang Putri.
6_237	Opik optimis bahwa timnya akan ke empat besar.	Opik optimis bahwa timnya akan ke empat besar.
6_238	Orang yang dinilainya berbahaya yakni Iwan Prabowo itu.	Orang yang dinilainya berbahaya yakni Iwan Prabowo itu.
6_239	Organda juga kembali melirik bus Dong Feng buatan Cina.	Organda juga kembali melirik bus Dong FEng buatan Cina.
6_240	Osman Sapta terpukau oleh motif-motif bentuknya yang khas.	Osman Sapta terpukau olEh motif-motif bentuknya yang khas.
6_241	Otomatis status tahanan rumah Bob, Panglima Kolakops yang lama, batal.	Otomatis status tahanan rumah Bob, Panglima Kolakops yang lama, batal.
6_242	Pada acara Dialog Tekstil Nasional di Hotel Milenium Jakarta awal Maret nanti.	Pada acara Dialog TEkstil Nasional di HotEl MilEnium Jakarta awal Maret nanti.
6_243	Pada dasarnya sikap Indonesia terhadap tragedi WTC jelas.	Pada dasarnya sikap IndonEsia terhadap tragEdi WE-TE-SE jelas.
6_244	Pada periode yang sama NJOP jadi pegangan tetapi tidak mutlak.	Pada periode yang sama EN-JE-O-PE jadi pegangan tetapi tidak mutlak.
6_245	Pada pertemuan dengan tujuh dubes negara timteng, Pamflet disebarkan.	Pada pertemuan dengan tujuh dubes negara timteng, pamflEt disebarkan.
6_246	Pada pertemuan kerjasama dengan rekanan diberitakan negara Arab khususnya negatif bom.	Pada pertemuan kerjasama dengan rekanan diberitakan negara Arab khususnya nEgatif bom.
6_247	Pada saat kedua kelompok warga yang bertikai ingin saling menyerang.	Pada saat kedua kelompok warga yang bertikai ingin saling menyerang.
6_248	Pada saat menghadiri Forum Rembug Nasional.	Pada saat menghadiri Forum Rembug Nasional.
6_249	Pada saat yang sama disuplai ayam potong dari Jawa Tengah.	Pada saat yang sama disuplai ayam potong dari Jawa Tengah.
6_250	Padamkan alarm Plaza Atrium, panggil polisi.	Padamkan alarm Plaza Atrium, panggil polisi.
6_251	Padamkan atau matikan lampu satu jam saja, dan panggil petugas keamanan ujar Kwik.	Padamkan atau matikan lampu satu jam saja, dan panggil petugas keamanan ujar Kwik.
6_252	Padamkan sebelum pagi sekitar pukul tujuh ujar anggota DPR.	Padamkan sebelum pagi sekitar pukul tujuh ujar anggota DE-PE-ER.
6_253	Matikan seluruhnya satu jam aja, lalu panggil satuan keamanan ujar Rumlus.	Matikan seluruhnya satu jam aja, lalu panggil satuan keamanan ujar Rumlus.
6_254	Upacara dilakukan pagi-pagi sekitar jam tujuh selama sembilan puluh menit aja ujar Zage.	Upacara dilakukan pagi-pagi sekitar jam tujuh selama sembilan puluh menit aja ujar Zage.
6_255	Padamkan atau matikan semuanya pagi jam tujuh satu jam setengah aja ujar Simeon.	Padamkan atau matikan semuanya pagi jam tujuh satu jam setengah aja ujar Simi-en.
6_256	Dengan mengambil pintu tol Dawuan, akhirnya dia berhasil kabur.	Dengan mengambil pintu tol Dawuan, akhirnya dia berhasil kabur.
6_257	Dengan tarif dollar AS yang semakin meningkat, produk elektronik dengan merk Sony menjadi semakin mahal.	Dengan tarif dollar A-ES yang semakin meningkat, produk ElEktronik dengan mErk Soni menjadi semakin mahal.
6_258	Pak Hakim jangan ketok palu sebelum nasib kami menentu ujar Soetandyo.	Pak Hakim jangan ketok palu sebelum nasib kami menentu ujar Soetandyo.
6_259	Pak Shafwan, Pak Gogon, dan Pak Jarwo adalah guru.	Pak Shafwan, Pak Gogon, dan Pak Jarwo adalah guru.
6_260	Pakaian khas Betawi itu sudah mereka klaim sebagai pakaian Muslim.	Pakaian khas Betawi itu sudah MerEka klaim sebagai pakaian Muslim.
6_261	Pam Swakarsa pakai helm?	Pam Swakarsa pakai hElm?
6_262	Pamor Yaohan di Senen malah merosot dan bisnisnya terus merugi.	Pamor Yohan di SenEn malah merosot dan bisnisnya terus merugi.
6_263	Pancasila itu syirik kata Syekh Muchtar Muda Nasution.	Pancasila itu syirik kata SyEkh Muhtar Muda Nasution.
6_264	Pandangan ini sejalan dengan pendapat mantan Mendikbud Fuad Hassan.	Pandangan ini sejalan dengan pendapat mantan MEndikbud Fuad Has-san.
6_265	Panggilan akrab Syafii adalah Panglima ASWJ.	Panggilan akrab Sya-fi-i adalah Panglima A-ES-WE-JE.
6_266	Panglima Jihad Front Pembela Islam Maluku Utara.	Panglima Jihad Front PembEla Islam Maluku Utara.
6_267	Panitia Khusus Kasus Bulog dan Brunei Kecewa.	Panitia Khusus Kasus Bulog dan BrunEi KecEwa.
6_268	Panji-panji lambang UGM serta sejumlah poster.	Panji-panji lambang U-GE-EM serta sejumlah poster.
6_269	Pansus Bulog minta Ketua DPR surati Gus Dur.	Pansus Bulog minta Ketua DE-PE-ER surati Gus Dur.
6_270	Pansus Buloggate hingga sore ini telah mendengarkan keterangan dari polisi.	Pansus BuloggEit hingga sorE ini telah mendengarkan keterangan dari polisi.
6_271	Pansus Buloggate Rencanakan Panggil Gus Dur.	Pansus BuloggEit rencanakan panggil Gus Dur.
6_272	Pansus Buloggate tolak kesaksian tertulis Gus Dur, papar Nyoman.	Pansus BuloggEit tolak kesaksian tertulis Gus Dur, papar Nyoman.
6_273	Pansus DPR itu legal atau ilegal? Tanya Suwena.	Pansus DE-PE-ER itu lEgal atau ilEgal? Tanya SuwEna.
6_274	Para calon anggota brimob tersebut masih dalam taraf klarifikasi.	Para calon anggota brimob tersebut masih dalam taraf klarifikasi.
6_275	Para ibu itu segera menggendong mereka, menyusui, atau mengipas-ngipasi bayi-bayi tersebut.	Para ibu itu segera menggEndong MerEka, menyusui, atau mengipas-ngipasi bayi-bayi tersebut.
6_276	Para investor puluhan botol kecap Spanyol mulai hijrah ke Asia.	Para invEstor puluhan botol kEcap Spanyol mulai hijrah ke Asia.
6_277	Para juri akhirnya menilai Anderson, pegawai swasta Metro Cakung, bersalah.	Para juri akhirnya menilai Anderson, pegawai swasta MEtro Cakung, bersalah.
6_278	Para karyawan Bulog jelas-jelas menyatakan Bulog tidak merugi.	Para karyawan Bulog jelas-jelas menyatakan Bulog tidak merugi.
6_279	Para Menteri Tidak Memakai Volvo.	Para Menteri tidak memakai Volvo.
6_280	Para ofisial karate yang protes ketika konsepnya tidak sesuai yang dipakai bosnya.	Para ofisial karatE yang protEs ketika konsEpnya tidak sesuai yang dipakai bosnya.
6_281	Para pengunjuk rasa Pertemuan antar kepala divisi tersebut memenuhi enam buah bus.	Para pengunjuk rasa pertemuan antar kepala divisi tersebut memenuhi enam buah bus.
6_282	Para TKW itu bekerja di Kuwait.	Para TE-KA-WE itu bekerja di Ku-wa-it.
6_283	Paraguay bertemu dengan Nigeria di London.	Pa-ra-gu-ay bertemu dengan Ni-gE-ri-ya di London.
6_284	Paris Azis adalah pemandu wisata salah satu objek wisata di Kupang.	Paris Azis adalah pemandu wisata salah satu objEk wisata di Kupang.
6_285	Parlemen telah memperoleh wewenang yang jauh lebih luas.	ParlemEn telah memperolEh wewenang yang jauh lebih luas.
6_286	Partai-partai yang ada Partai Republik dan Partai Komunis Cina.	Partai-partai yang ada, Partai REpublik dan Partai Komunis Cina.
6_287	Parti akan menggelar Renungan Mei di halaman parkir Glodok Plaza.	Parti akan menggelar renungan mEi di halaman parkir Glodok Plaza.
6_288	Pasar bergerak relatif flat.	Pasar bergerak rElatif flat.
6_289	Pasar Saham Global dan Dollar AS Semakin Goyah.	Pasar saham global dan Dollar A-ES semakin goyah.
6_290	Pasar Segera dan Pasar Tunai masih menggunakan nilai nominal lama.	Pasar segera dan pasar tunai masih menggunakan nilai nominal lama.
6_291	Pasca aksi pelemparan itu pasti ndak ada calo-calo baru.	Paska aksi pelEmparan itu pasti enda ada calo-calo baru.
6_292	Pasir itu akan turun tiba-tiba dalam tonase amat besar.	Pasir itu akan turun tiba-tiba dalam tonase amat besar.
6_293	Pastilah konsekuensi positif dituai oleh bangsa ini.	Pastilah konsEkuEnsi positif dituai olEh bangsa ini.
6_294	Pasukan Angkatan Laut AS diberi wejangan oleh pimpinannya.	Pasukan Angkatan Laut A-ES diberi wejangan olEh pimpinannya.
6_295	PBB saya bisa selesai berapa hari lagi?	PE-BE-BE saya bisa selesai berapa hari lagi?
6_296	Kalau forum hukum empat tokoh bertemu pastilah akan panjang ceritanya.	Kalau forum hukum empat tokoh bertemu pastilah akan panjang ceritanya.
6_297	Kalau ideologisnya enggak cocok kamu janganlah ngotot.	Kalau idEologisnya engga cocok kamu janganlah ngotot.
6_298	PDIP bersikap abstain meskipun ada beberapa anggota yang mendukung.	PE-DE-I-PE bersikap abstEin meskipun ada beberapa anggota yang mendukung.
6_299	Pecel lele Nur Lutfi yang didirikan persis di depan Joglo Sriwedari.	Pecel lElE Nur Lutfi yang didirikan persis di depan Joglo SriwEdari.
6_300	Pedagang warteg piringnya pecah semua akibat banjir.	Pedagang warteg piringnya pecah semua akibat banjir.